"Overall.Customer.ID","Customer.ID","Customer.Size","Open","Closed","Open_Year","Open_Month","Open_Day","Closed_Year","Closed_Month","Closed_Day"
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
33136,331360071,3,"2014-06-06","2015-01-31",2014,6,6,2015,1,31
44462,444620029,0,"2014-06-06","2014-09-22",2014,6,6,2014,9,22
43442,434420007,3,"2014-06-07","2014-06-29",2014,6,7,2014,6,29
15859,158590053,3,"2014-06-07","2014-09-13",2014,6,7,2014,9,13
15859,158590053,3,"2014-06-07","2014-09-13",2014,6,7,2014,9,13
34381,343810024,3,"2014-06-08","2016-05-15",2014,6,8,2016,5,15
28230,282300025,3,"2014-06-08","2014-10-15",2014,6,8,2014,10,15
38915,389150003,2,"2014-06-10","2014-11-23",2014,6,10,2014,11,23
21699,216990241,1,"2014-06-11","2014-07-13",2014,6,11,2014,7,13
664,6640002,2,"2014-06-11","2014-09-13",2014,6,11,2014,9,13
23304,233040004,3,"2014-06-12","2015-02-07",2014,6,12,2015,2,7
24125,241250018,1,"2014-06-12","2014-08-30",2014,6,12,2014,8,30
638,6380004,2,"2014-06-12","2015-11-01",2014,6,12,2015,11,1
35852,358520006,0,"2014-06-12","2014-07-29",2014,6,12,2014,7,29
38195,381950002,0,"2014-06-12","2015-02-22",2014,6,12,2015,2,22
30852,308520052,3,"2014-06-12","2015-11-08",2014,6,12,2015,11,8
24833,248330035,3,"2014-06-12","2014-08-09",2014,6,12,2014,8,9
8044,80440010,1,"2014-06-13","",2014,6,13,NA,NA,NA
25098,250980048,3,"2014-06-14","2014-06-23",2014,6,14,2014,6,23
13390,133900318,3,"2014-06-14","2015-01-18",2014,6,14,2015,1,18
9680,96800007,1,"2014-06-14","2014-08-10",2014,6,14,2014,8,10
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
3961,39610001,3,"2014-06-14","2014-07-27",2014,6,14,2014,7,27
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
