"Overall.Customer.ID","Customer.ID","Customer.Size","Open","Closed","Open_Year","Open_Month","Open_Day","Closed_Year","Closed_Month","Closed_Day"
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
19933,199330001,3,"2014-06-14","2014-09-22",2014,6,14,2014,9,22
39893,398930010,0,"2014-06-15","2014-11-01",2014,6,15,2014,11,1
39893,398930010,0,"2014-06-15","2014-11-01",2014,6,15,2014,11,1
24328,243280033,3,"2014-06-15","2014-07-26",2014,6,15,2014,7,26
35321,353210002,3,"2014-06-15","2016-05-15",2014,6,15,2016,5,15
35321,353210002,3,"2014-06-15","2016-05-15",2014,6,15,2016,5,15
35321,353210002,3,"2014-06-15","2016-05-15",2014,6,15,2016,5,15
13390,133900318,3,"2014-06-15","2014-07-22",2014,6,15,2014,7,22
13390,133900318,3,"2014-06-15","2014-12-10",2014,6,15,2014,12,10
19670,196700008,2,"2014-06-18","2014-07-21",2014,6,18,2014,7,21
31294,312940030,3,"2014-06-18","2014-09-15",2014,6,18,2014,9,15
32007,320070001,2,"2014-06-19","2015-03-22",2014,6,19,2015,3,22
28226,282260043,3,"2014-06-19","2015-02-11",2014,6,19,2015,2,11
24125,241250018,1,"2014-06-23","2014-08-31",2014,6,23,2014,8,31
53849,538490010,3,"2014-06-23","2014-07-22",2014,6,23,2014,7,22
33123,331230002,3,"2014-06-23","2014-07-12",2014,6,23,2014,7,12
4054,40540001,1,"2014-06-23","2015-01-04",2014,6,23,2015,1,4
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
44262,442620001,2,"2014-06-23","2015-03-23",2014,6,23,2015,3,23
32602,326020019,3,"2014-06-24","2014-10-12",2014,6,24,2014,10,12
47819,478190024,3,"2014-06-25","2014-08-09",2014,6,25,2014,8,9
40750,407500024,3,"2014-06-25","2014-08-09",2014,6,25,2014,8,9
15900,159000168,3,"2014-06-25","2014-09-16",2014,6,25,2014,9,16
5941,59410002,1,"2014-06-25","2014-06-29",2014,6,25,2014,6,29
46351,463510011,2,"2014-06-28","",2014,6,28,NA,NA,NA
38927,389270002,1,"2014-06-28","2015-01-17",2014,6,28,2015,1,17
24125,241250018,1,"2014-06-28","2014-08-30",2014,6,28,2014,8,30
40771,407710002,3,"2014-06-28","2014-08-16",2014,6,28,2014,8,16
40771,407710002,3,"2014-06-28","2014-08-16",2014,6,28,2014,8,16
29465,294650002,2,"2014-06-28","2015-01-06",2014,6,28,2015,1,6
13984,139840002,3,"2014-06-29","2015-02-08",2014,6,29,2015,2,8
28165,281650002,3,"2014-06-30","2014-09-02",2014,6,30,2014,9,2
13390,133900318,3,"2014-06-30","2016-01-24",2014,6,30,2016,1,24
25318,253180054,3,"2014-06-30","2016-07-04",2014,6,30,2016,7,4
24125,241250018,1,"2014-06-30","2014-10-12",2014,6,30,2014,10,12
24125,241250018,1,"2014-06-30","2014-12-01",2014,6,30,2014,12,1
28118,281180003,3,"2014-06-30","2015-01-26",2014,6,30,2015,1,26
31294,312940030,3,"2014-06-30","2014-11-03",2014,6,30,2014,11,3
14833,148330002,3,"2014-07-01","2014-11-09",2014,7,1,2014,11,9
5670,56700001,2,"2014-07-01","2014-12-15",2014,7,1,2014,12,15
5670,56700001,2,"2014-07-01","2014-12-15",2014,7,1,2014,12,15
5670,56700001,2,"2014-07-01","2014-12-15",2014,7,1,2014,12,15
18803,188030001,2,"2014-07-01","",2014,7,1,NA,NA,NA
13125,131250003,1,"2014-07-01","2014-07-16",2014,7,1,2014,7,16
23499,234990001,2,"2014-07-02","2015-02-24",2014,7,2,2015,2,24
49808,498080005,1,"2014-07-02","2015-09-06",2014,7,2,2015,9,6
51194,511940017,2,"2014-07-02","2014-10-16",2014,7,2,2014,10,16
43513,435130024,3,"2014-07-02","2014-10-01",2014,7,2,2014,10,1
47134,471340001,1,"2014-07-02","2014-09-13",2014,7,2,2014,9,13
49445,494450010,3,"2014-07-05","2014-09-27",2014,7,5,2014,9,27
48436,484360005,3,"2014-07-05","2015-08-31",2014,7,5,2015,8,31
48436,484360005,3,"2014-07-05","2015-08-31",2014,7,5,2015,8,31
38783,387830138,3,"2014-07-06","2014-08-11",2014,7,6,2014,8,11
11268,112680096,3,"2014-07-06","2014-08-15",2014,7,6,2014,8,15
24125,241250018,1,"2014-07-07","2014-08-24",2014,7,7,2014,8,24
24125,241250018,1,"2014-07-07","2014-08-24",2014,7,7,2014,8,24
24125,241250018,1,"2014-07-07","2014-08-24",2014,7,7,2014,8,24
24125,241250018,1,"2014-07-07","2014-08-24",2014,7,7,2014,8,24
24125,241250018,1,"2014-07-07","2014-08-24",2014,7,7,2014,8,24
11012,110120145,3,"2014-07-07","2016-10-12",2014,7,7,2016,10,12
36823,368230002,2,"2014-07-08","2014-12-21",2014,7,8,2014,12,21
12485,124850010,2,"2014-07-08","2016-01-23",2014,7,8,2016,1,23
24125,241250018,1,"2014-07-08","2014-08-30",2014,7,8,2014,8,30
24125,241250018,1,"2014-07-08","2014-08-30",2014,7,8,2014,8,30
24125,241250018,1,"2014-07-08","2014-08-30",2014,7,8,2014,8,30
9666,96660036,3,"2014-07-12","2016-02-28",2014,7,12,2016,2,28
47004,470040001,2,"2014-07-12","2014-09-28",2014,7,12,2014,9,28
4013,40130007,2,"2014-07-12","2015-01-19",2014,7,12,2015,1,19
31334,313340036,3,"2014-07-14","2014-11-04",2014,7,14,2014,11,4
10397,103970018,3,"2014-07-14","2015-02-07",2014,7,14,2015,2,7
49362,493620001,3,"2014-07-14","2014-09-01",2014,7,14,2014,9,1
10397,103970018,3,"2014-07-14","2015-02-07",2014,7,14,2015,2,7
10397,103970018,3,"2014-07-14","2015-02-07",2014,7,14,2015,2,7
31423,314230030,3,"2014-07-14","2015-08-31",2014,7,14,2015,8,31
24833,248330035,3,"2014-07-15","2014-08-16",2014,7,15,2014,8,16
511,5110022,3,"2014-07-15","2014-11-15",2014,7,15,2014,11,15
511,5110022,3,"2014-07-15","2014-11-15",2014,7,15,2014,11,15
32463,324630004,2,"2014-07-15","2015-05-22",2014,7,15,2015,5,22
32463,324630004,2,"2014-07-15","2015-05-22",2014,7,15,2015,5,22
32463,324630004,2,"2014-07-15","2015-05-22",2014,7,15,2015,5,22
